Model Label,Model ID,Model Size,Developer,ID,Category,Difficulty,Prompt,Reference Answer,Response,Latency,Generated Tokens,Response Length,Tokens/sec,GPU Peak Memory GB,CPU Process Memory GB,BERTScore Precision,BERTScore Recall,BERTScore F1,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,Inference Cost Score,Accuracy,Relevance,Completeness,Helpfulness
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,43,Refunds & Returns,Medium,I bought a digital product by mistake. Can I get a refund?,"Digital downloads are generally non-refundable once accessed or downloaded. If you have not downloaded the file, contact support to request an exception.","I'm sorry to hear that you've purchased a digital product by mistake. The refund policy for digital products varies depending on the seller's terms and conditions. Generally, digital products are non-refundable once purchased. However, I recommend checking the seller's refund policy or contacting their customer support for specific instructions on how to proceed.",2.9739621310000075,79,53,26.563889020818134,7.173258304595947,2.9013023376464844,0.8791328,0.9091687,0.89389855,0.2962962962962963,0.05063291139240506,0.2222222222222222,0.009990095999535837,21.332998553749665,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,44,Refunds & Returns,Easy,Can I get my refund as store credit instead of back to my card?,"Yes, you can select 'Store Credit' during the return flow. Store credit is issued instantly upon package scan by the courier.","Yes, you can request a refund as store credit instead of a credit to your card. Please contact our customer service team, and they will guide you through the process.",1.3671099000000595,36,30,26.33292319805338,7.1573967933654785,2.9013023376464844,0.88920337,0.8883491,0.888776,0.27450980392156865,0.12244897959183673,0.27450980392156865,0.03511476270817333,9.784948014438626,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,45,Refunds & Returns,Easy,I don't have a printer to print the return label. What do I do?,"Select the 'QR Code' return option at checkout. You can show the QR code on your phone at a local shipping drop-off location, and they will print the label for you.","If you don't have a printer to print the return label, you can visit a local print shop or a library that offers printing services. Alternatively, you can also use online printing services where you can upload the return label and print it at home.",1.9721265450000374,52,45,26.367476332508375,7.164194583892822,2.90130615234375,0.89003354,0.8761874,0.8830562,0.30769230769230765,0.07894736842105263,0.23076923076923078,0.015378421668191944,14.128698312440532,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,46,Refunds & Returns,Medium,Can I return clearance or final sale items?,Items marked as 'Final Sale' or purchased from clearance events cannot be returned or refunded unless they arrive defective.,"I'm sorry, but clearance and final sale items are typically non-returnable. These items are sold at a discounted price and are often considered final sale. However, policies may vary by store, so I recommend checking with the specific retailer for their return policy.",2.310988420000058,60,43,25.962916767881726,7.164194583892822,2.9013214111328125,0.8662288,0.87765336,0.8719037,0.15625,0.032258064516129024,0.125,0.004286566854494811,16.556370722003447,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,47,Refunds & Returns,Medium,I returned part of my order. Why was I refunded less than expected?,"Please check your invoice. The refund will exclude any original shipping fees, promotional discounts that no longer apply, or return shipping fees.","I'm sorry to hear that you're experiencing issues with your refund. To assist you better, could you please provide more details about the order and the refund amount you received?",1.5968581750000794,41,30,25.67541729245802,7.15966272354126,2.9013442993164062,0.8555933,0.85093355,0.8532571,0.18518518518518515,0.03846153846153846,0.1111111111111111,0.00821807407726565,11.432965950330194,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,48,Refunds & Returns,Easy,I want to exchange my item for a different size. How?,Initiate a return for the original item in your account and select 'Exchange' to choose your new size. The exchange order will ship once the return package is scanned.,"To exchange your item for a different size, please follow these steps:

1. Check the return policy: Ensure that the item is eligible for exchange based on the return policy.
2. Pack the item: Place the item in its original packaging, including all tags and accessories.
3. Fill out a return form: If required, complete a return form with your order details and the reason for the exchange.
4. Ship the item: Send the item back to the store or the designated exchange location using a trackable shipping method.
5. Receive the exchange: Once the item is received, the store will process the exchange and send you the new size.

Please note",5.6586115049999535,150,112,26.50826971730784,7.233949661254883,2.9013710021972656,0.84843624,0.8823473,0.86505955,0.34042553191489355,0.10071942446043164,0.2269503546099291,0.008934923843893973,40.934110779767394,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,49,Refunds & Returns,Hard,The courier lost my return package. Can I still get a refund?,"If you used our pre-paid return label, the shipment is insured. Please contact support with your drop-off receipt to proceed with your refund.","I'm sorry to hear about the issue with your return package. To assist you further, could you please provide your order number and the details of the courier service? Once I have this information, I can guide you through the process of filing a claim for a refund.",2.276936147000015,59,48,25.912013421077116,7.166082859039307,2.90142822265625,0.8755811,0.8855746,0.8805495,0.24324324324324326,0.027777777777777776,0.16216216216216214,0.011440503453835606,16.31671309414381,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,50,Refunds & Returns,Medium,It has been 35 days since my purchase. Can I still make a return?,"We have a strict 30-day return policy. However, contact customer support to request a manager's exception for store credit.","I'm sorry, but our return policy allows for returns within 30 days of purchase. However, I understand your situation and would recommend contacting our customer service team directly. They may be able to assist you further based on your specific circumstances.",1.9997478059999594,52,41,26.003278935464454,7.164194583892822,2.9014320373535156,0.8896005,0.9024123,0.8959606,0.2857142857142857,0.06557377049180328,0.19047619047619047,0.006734719128165655,14.326582400896463,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,51,Refunds & Returns,Hard,My refund was sent to an expired credit card. What should I do?,"Refunds must go back to the original payment method. Your bank will automatically route the funds to your new card or bank account. If not, contact your bank.",I'm sorry to hear about the issue with your refund. Please contact our customer support team immediately at 1-800-123-4567 or email us at support@ourcompany.com. Provide them with your order number and the details of the expired credit card. They will guide you through the process of updating your payment information and ensure your refund is processed correctly.,3.342897847999893,87,57,26.025324121720747,7.177036285400391,2.901458740234375,0.8434496,0.8751708,0.85901743,0.2637362637362637,0.0,0.15384615384615383,0.005550802744673271,23.992099153482112,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,52,Refunds & Returns,Medium,Can I return an item without its original packaging?,"To receive a full refund, items should be returned in original packaging. Returns missing packaging may incur a restocking fee or be rejected.","Yes, you can return an item without its original packaging. However, the return policy may vary depending on the retailer. Some stores may require the item to be in its original packaging, while others may accept returns without it. It's best to check the specific return policy of the store where you purchased the item.",2.6338720349999676,69,55,26.197172483362827,7.167971134185791,2.901519775390625,0.8728883,0.88639885,0.87959176,0.25316455696202533,0.025974025974025976,0.15189873417721517,0.008840637545768753,18.879518718018954,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,53,Refunds & Returns,Hard,I want to dispute the refund amount I received.,Please reply directly to the refund confirmation email with your order details and an explanation of the discrepancy so support can review it.,"To dispute the refund amount, please follow these steps:

1. Contact our customer support team by phone or email.
2. Provide your order number and the reason for the dispute.
3. Our team will review your case and contact you with further instructions.
4. If necessary, we may require additional documentation or information.
5. We will work with you to resolve the issue and ensure you receive the correct refund amount.",3.586084092999954,94,71,26.212436061800183,7.1774139404296875,2.901519775390625,0.8623804,0.8990488,0.88033295,0.2553191489361702,0.043478260869565216,0.19148936170212766,0.009623408045823543,25.73880996065102,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,54,Refunds & Returns,Easy,Can I return an online order at a physical retail store?,"Yes, you can return online purchases to any of our retail stores. Bring the item along with the order confirmation email or invoice.","Yes, you can return an online order at a physical retail store. However, the return policy may vary depending on the retailer. It's best to check the specific return policy of the retailer you purchased from.",1.8843294309999692,49,36,26.003945591401635,7.161173343658447,2.901519775390625,0.893071,0.9039993,0.89850193,0.43333333333333335,0.13793103448275862,0.30000000000000004,0.08265994907303395,13.494009691948069,,,,
